"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"726","Stenocereus stellatus","1","1271399","Stenocereus stellatus","1","species","","","","(Pfeiff.) Riccob.","Cactaceae","Stenocereus","Stenocereus","1","stellatus","stellatus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001289484;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486762","","Y","Accepted","Stenocereus stellatus","Stenocereus stellatus","(Pfeiff.) Riccob.","1271399","species","http://www.worldfloraonline.org/taxon/wfo-0001289484;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486762","","Cactaceae","1","1","wfo,wcvp","",true,1068
"727","Stenocereus thurberi","1","1269239","Stenocereus thurberi","1","species","","","","(Engelm.) Buxb.","Cactaceae","Stenocereus","Stenocereus","1","thurberi","thurberi","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001287223;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486740","","Y","Accepted","Stenocereus thurberi","Stenocereus thurberi","(Engelm.) Buxb.","1269239","species","http://www.worldfloraonline.org/taxon/wfo-0001287223;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486740","","Cactaceae","1","1","wfo,wcvp","",true,1069
"728","Sternbergia lutea ssp sicula","1","1641368","Sternbergia lutea subsp. sicula","1","subspecies","","","","(Tineo ex Guss.) K.Richt.","Amaryllidaceae","Sternbergia","Sternbergia","1","lutea","lutea","1","","","","subsp.","sicula","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:287848","","Y","Accepted","Sternbergia lutea subsp. sicula","Sternbergia lutea","(Tineo ex Guss.) K.Richt.","1641368","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:287848","","Amaryllidaceae","1","1","wcvp","",true,1070
"729","Stromanthe jacquinii","1","555896","Stromanthe jacquinii","1","species","","","","(Roem. & Schult.) H.Kenn. & Nicolson","Marantaceae","Stromanthe","Stromanthe","1","jacquinii","jacquinii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000562849;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267349","","Y","Accepted","Stromanthe jacquinii","Stromanthe jacquinii","(Roem. & Schult.) H.Kenn. & Nicolson","555896","species","http://www.worldfloraonline.org/taxon/wfo-0000562849;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267349","","Marantaceae","1","1","wfo,wcvp","",true,1072
"730","Stromanthe tonckat","1","556094","Stromanthe tonckat","1","species","","","","(Aubl.) Eichler","Marantaceae","Stromanthe","Stromanthe","1","tonckat","tonckat","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000563047;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267368","","Y","Accepted","Stromanthe tonckat","Stromanthe tonckat","(Aubl.) Eichler","556094","species","http://www.worldfloraonline.org/taxon/wfo-0000563047;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267368","","Marantaceae","1","1","wfo,wcvp","",true,1073
"731","Stryphnodendron adstringens","1","162165","Stryphnodendron adstringens","1","species","","","","(Mart.) Coville","Fabaceae","Stryphnodendron","Stryphnodendron","1","adstringens","adstringens","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000164061;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2596913","","Y","Accepted","Stryphnodendron adstringens","Stryphnodendron adstringens","(Mart.) Coville","162165","species","http://www.worldfloraonline.org/taxon/wfo-0000164061;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2596913","","Fabaceae","1","1","wfo,wcvp","",true,1074
"732","Stylosanthes hamata","1","179660","Stylosanthes hamata","1","species","","","","(L.) Taub.","Fabaceae","Stylosanthes","Stylosanthes","1","hamata","hamata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000182089;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2596980","","Y","Accepted","Stylosanthes hamata","Stylosanthes hamata","(L.) Taub.","179660","species","http://www.worldfloraonline.org/taxon/wfo-0000182089;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2596980","","Fabaceae","1","1","wfo,wcvp","",true,1075
"733","Styrax ferrugineus","1","486317","Styrax ferrugineus","1","species","","","","Nees & Mart.","Styracaceae","Styrax","Styrax","1","ferrugineus","ferrugineus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000492780;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2581447","","Y","Accepted","Styrax ferrugineus","Styrax ferrugineus","Nees & Mart.","486317","species","http://www.worldfloraonline.org/taxon/wfo-0000492780;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2581447","","Styracaceae","1","1","wfo,wcvp","",true,1076
"734","Subpilocereus horrispinus","1","433347","Subpilocereus horrispinus","1","species","","","","(Backeb.) Backeb.","Cactaceae","Subpilocereus","Subpilocereus","1","horrispinus","horrispinus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000439411;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486690","","Y","Synonym","Cereus horrispinus","Cereus horrispinus","Backeb.","589954","species","http://www.worldfloraonline.org/taxon/wfo-0000597209;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2711954","","Cactaceae","1","1","wfo,wcvp","",true,1079
"735","Subpilocereus repandus","1","433350","Subpilocereus repandus","1","species","","","","(L.) Backeb.","Cactaceae","Subpilocereus","Subpilocereus","1","repandus","repandus","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000439414;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2486694","","Y","Synonym","Cereus repandus","Cereus repandus","(L.) Mill.","590335","species","http://www.worldfloraonline.org/taxon/wfo-0000597593;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2712302","","Cactaceae","1","1","wfo,wcvp","",true,1080
"736","Swertia bimaculata","1","1049054","Swertia bimaculata","1","species","","","","Hook.f. & Thomson ex C.B.Clarke","Gentianaceae","Swertia","Swertia","1","bimaculata","bimaculata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001063155","","Y","Accepted","Swertia bimaculata","Swertia bimaculata","Hook.f. & Thomson ex C.B.Clarke","1049054","species","http://www.worldfloraonline.org/taxon/wfo-0001063155","","Gentianaceae","1","1","wfo","",true,1081
"739","Symplocos rhamnifolia","1","1125689","Symplocos rhamnifolia","1","species","","","","A.DC.","Symplocaceae","Symplocos","Symplocos","1","rhamnifolia","rhamnifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001141506;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2578795","","Y","Accepted","Symplocos rhamnifolia","Symplocos rhamnifolia","A.DC.","1125689","species","http://www.worldfloraonline.org/taxon/wfo-0001141506;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2578795","","Symplocaceae","1","1","wfo,wcvp","",true,1083
"740","Tabebuia ochracea","1","1227468","Tabebuia ochracea","1","species","","","","A.H.Gentry","Bignoniaceae","Tabebuia","Tabebuia","1","ochracea","ochracea","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001244380","","Y","Accepted","Tabebuia ochracea","Tabebuia ochracea","A.H.Gentry","1227468","species","http://www.worldfloraonline.org/taxon/wfo-0001244380","","Bignoniaceae","1","1","wfo","",true,1084
"741","Tabernaemontana laurifolia","1","314776","Tabernaemontana laurifolia","1","species","","","","L.","Apocynaceae","Tabernaemontana","Tabernaemontana","1","laurifolia","laurifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000319937;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200769","","Y","Accepted","Tabernaemontana laurifolia","Tabernaemontana laurifolia","L.","314776","species","http://www.worldfloraonline.org/taxon/wfo-0000319937;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200769","","Apocynaceae","1","1","wfo,wcvp","",true,1087
"742","Talinum paniculatum","1","448446","Talinum paniculatum","1","species","","","","(Jacq.) Gaertn.","Talinaceae","Talinum","Talinum","1","paniculatum","paniculatum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000454617;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2513509","","Y","Accepted","Talinum paniculatum","Talinum paniculatum","(Jacq.) Gaertn.","448446","species","http://www.worldfloraonline.org/taxon/wfo-0000454617;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2513509","","Talinaceae","1","1","wfo,wcvp","",true,1092
"743","Tapiscia sinensis","1","1220267","Tapiscia sinensis","1","species","","","","Oliv.","Tapisciaceae","Tapiscia","Tapiscia","1","sinensis","sinensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001237010;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2520406","","Y","Accepted","Tapiscia sinensis","Tapiscia sinensis","Oliv.","1220267","species","http://www.worldfloraonline.org/taxon/wfo-0001237010;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2520406","","Tapisciaceae","1","1","wfo,wcvp","",true,1095
"744","Taraxacum officinale","1","61593","Taraxacum officinale","1","species","","","","F.H.Wigg.","Asteraceae","Taraxacum","Taraxacum","1","officinale","officinale","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000062154","","Y","Accepted","Taraxacum officinale","Taraxacum officinale","F.H.Wigg.","61593","species","http://www.worldfloraonline.org/taxon/wfo-0000062154","","Asteraceae","1","1","wfo","",true,1096
"745","Teramnus labialis","1","181510","Teramnus labialis","1","species","","","","(L.f.) Spreng.","Fabaceae","Teramnus","Teramnus","1","labialis","labialis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000184029;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2444584","","Y","Accepted","Teramnus labialis","Teramnus labialis","(L.f.) Spreng.","181510","species","http://www.worldfloraonline.org/taxon/wfo-0000184029;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2444584","","Fabaceae","1","1","wfo,wcvp","",true,1098
"746","Terminalia fagifolia","1","1277980","Terminalia fagifolia","1","species","","","","Mart.","Combretaceae","Terminalia","Terminalia","1","fagifolia","fagifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001296301;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2434337","","Y","Accepted","Terminalia fagifolia","Terminalia fagifolia","Mart.","1277980","species","http://www.worldfloraonline.org/taxon/wfo-0001296301;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2434337","","Combretaceae","1","1","wfo,wcvp","",true,1099
"747","Terminalia ferdinandiana","1","402920","Terminalia ferdinandiana","1","species","","","","Exell","Combretaceae","Terminalia","Terminalia","1","ferdinandiana","ferdinandiana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000408781;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2434349","","Y","Accepted","Terminalia ferdinandiana","Terminalia ferdinandiana","Exell","402920","species","http://www.worldfloraonline.org/taxon/wfo-0000408781;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2434349","","Combretaceae","1","1","wfo,wcvp","",true,1100
"748","Teucrium polium","1","317272","Teucrium polium","1","species","","","","L.","Lamiaceae","Teucrium","Teucrium","1","polium","polium","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000322436;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:203217","","Y","Accepted","Teucrium polium","Teucrium polium","L.","317272","species","http://www.worldfloraonline.org/taxon/wfo-0000322436;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:203217","","Lamiaceae","1","1","wfo,wcvp","",true,1101
"749","Thapsia garganica","1","404013","Thapsia garganica","1","species","","","","L.","Apiaceae","Thapsia","Thapsia","1","garganica","garganica","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000409884;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2435941","","Y","Accepted","Thapsia garganica","Thapsia garganica","L.","404013","species","http://www.worldfloraonline.org/taxon/wfo-0000409884;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2435941","","Apiaceae","1","1","wfo,wcvp","",true,1102
"750","Thlaspi rotundifolia","0.97265030347668","401548","Thlaspi rotundifolium","0.97265030347668","species","","","","Tineo","Brassicaceae","Thlaspi","Thlaspi","1","rotundifolia","rotundifolium","0.84615384615385","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2432242","","","Illegitimate","Ihsanalshehbazia granatensis","Ihsanalshehbazia granatensis","(Boiss. & Reut.) T.Ali & Thines","1312733","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3009438","","Brassicaceae","1","4","wcvp","[Ambiguous] [HigherTaxa]",true,1106
"751","Thunbergia fragrans","1","404113","Thunbergia fragrans","1","species","","","","Roxb.","Acanthaceae","Thunbergia","Thunbergia","1","fragrans","fragrans","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000409985;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2436102","","Y","Accepted","Thunbergia fragrans","Thunbergia fragrans","Roxb.","404113","species","http://www.worldfloraonline.org/taxon/wfo-0000409985;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2436102","","Acanthaceae","1","1","wfo,wcvp","",true,1107
"752","Thymelaea hirsuta","1","451429","Thymelaea hirsuta","1","species","","","","Endl.","Thymelaeaceae","Thymelaea","Thymelaea","1","hirsuta","hirsuta","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000457608","","Y","Accepted","Thymelaea hirsuta","Thymelaea hirsuta","Endl.","451429","species","http://www.worldfloraonline.org/taxon/wfo-0000457608","","Thymelaeaceae","1","1","wfo","",true,1109
"753","Thymelaea tartonraira ssp tartonraira","1","1711256","Thymelaea tarton-raira subsp. tarton-raira","1","subspecies","","","","","Thymelaeaceae","Thymelaea","Thymelaea","1","tartonraira","tarton-raira","1","","","","subsp.","tarton-raira","1","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3259879","","Y","Accepted","Thymelaea tarton-raira subsp. tarton-raira","Thymelaea tarton-raira","","1711256","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3259879","","Thymelaeaceae","1","1","wcvp","",true,1111
"754","Thymelaea velutina","1","451390","Thymelaea velutina","1","species","","","","Meisn.","Thymelaeaceae","Thymelaea","Thymelaea","1","velutina","velutina","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000457569","","Y","Accepted","Thymelaea velutina","Thymelaea velutina","Meisn.","451390","species","http://www.worldfloraonline.org/taxon/wfo-0000457569","","Thymelaeaceae","1","1","wfo","",true,1114
"755","Thymus boissieri","1","318590","Thymus boissieri","1","species","","","","Halácsy","Lamiaceae","Thymus","Thymus","1","boissieri","boissieri","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000323761;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:204500","","Y","Accepted","Thymus boissieri","Thymus boissieri","Halácsy","318590","species","http://www.worldfloraonline.org/taxon/wfo-0000323761;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:204500","","Lamiaceae","1","1","wfo,wcvp","",true,1116
"756","Thymbra capitata","1","318424","Thymbra capitata","1","species","","","","(L.) Cav.","Lamiaceae","Thymbra","Thymbra","1","capitata","capitata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000323594;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:204339","","Y","Accepted","Thymbra capitata","Thymbra capitata","(L.) Cav.","318424","species","http://www.worldfloraonline.org/taxon/wfo-0000323594;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:204339","","Lamiaceae","1","1","wfo,wcvp","",true,1117
"757","Tiarella cordifolia","1","453040","Tiarella cordifolia","1","species","","","","L.","Saxifragaceae","Tiarella","Tiarella","1","cordifolia","cordifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000459230;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2520956","","Y","Accepted","Tiarella cordifolia","Tiarella cordifolia","L.","453040","species","http://www.worldfloraonline.org/taxon/wfo-0000459230;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2520956","","Saxifragaceae","1","1","wfo,wcvp","",true,1118
"758","Tillandsia duratii","1","570768","Tillandsia duratii","1","species","","","","Vis.","Bromeliaceae","Tillandsia","Tillandsia","1","duratii","duratii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000577840;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:268917","","Y","Accepted","Tillandsia duratii","Tillandsia duratii","Vis.","570768","species","http://www.worldfloraonline.org/taxon/wfo-0000577840;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:268917","","Bromeliaceae","1","1","wfo,wcvp","",true,1119
"759","Tillandsia loliacea","1","573668","Tillandsia loliacea","1","species","","","","Mart. ex Schult. & Schult.f.","Bromeliaceae","Tillandsia","Tillandsia","1","loliacea","loliacea","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000580809;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:269294","","Y","Accepted","Tillandsia loliacea","Tillandsia loliacea","Mart. ex Schult. & Schult.f.","573668","species","http://www.worldfloraonline.org/taxon/wfo-0000580809;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:269294","","Bromeliaceae","1","1","wfo,wcvp","",true,1121
"760","Tillandsia recurvifolia","1","576709","Tillandsia recurvifolia","1","species","","","","Hook.","Bromeliaceae","Tillandsia","Tillandsia","1","recurvifolia","recurvifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000583868;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:269635","","Y","Accepted","Tillandsia recurvifolia","Tillandsia recurvifolia","Hook.","576709","species","http://www.worldfloraonline.org/taxon/wfo-0000583868;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:269635","","Bromeliaceae","1","1","wfo,wcvp","",true,1122
"761","Tocoyena formosa","1","321109","Tocoyena formosa","1","species","","","","K.Schum.","Rubiaceae","Tocoyena","Tocoyena","1","formosa","formosa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000326282","","Y","Accepted","Tocoyena formosa","Tocoyena formosa","K.Schum.","321109","species","http://www.worldfloraonline.org/taxon/wfo-0000326282","","Rubiaceae","1","1","wfo","",true,1123
"762","Tolumnia variegata","1","321198","Tolumnia variegata","1","species","","","","(Sw.) Braem","Orchidaceae","Tolumnia","Tolumnia","1","variegata","variegata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000326371;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:206991","","Y","Accepted","Tolumnia variegata","Tolumnia variegata","(Sw.) Braem","321198","species","http://www.worldfloraonline.org/taxon/wfo-0000326371;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:206991","","Orchidaceae","1","1","wfo,wcvp","",true,1125
"763","Tordylium apulum","1","403866","Tordylium apulum","1","species","","","","L.","Apiaceae","Tordylium","Tordylium","1","apulum","apulum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000409733;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2435736","","Y","Accepted","Tordylium apulum","Tordylium apulum","L.","403866","species","http://www.worldfloraonline.org/taxon/wfo-0000409733;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2435736","","Apiaceae","1","1","wfo,wcvp","",true,1126
"764","Guapira costaricana","1","702703","Guapira costaricana","1","species","","","","(Standl.) Woodson","Nyctaginaceae","Guapira","Guapira","1","costaricana","costaricana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000710709;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2833843","","Y","Accepted","Guapira costaricana","Guapira costaricana","(Standl.) Woodson","702703","species","http://www.worldfloraonline.org/taxon/wfo-0000710709;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2833843","","Nyctaginaceae","1","1","wfo,wcvp","",true,1127
"765","Tournefortia poliochros","1","1199185","Tournefortia poliochros","1","species","","","","Spreng.","Boraginaceae","Tournefortia","Tournefortia","1","poliochros","poliochros","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001215393;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2437150","","Y","Synonym","Myriopus poliochros","Myriopus poliochros","(Spreng.) Small","1199492","species","http://www.worldfloraonline.org/taxon/wfo-0001215703;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2357947","","Boraginaceae","1","1","wfo,wcvp","",true,1128
"766","Tournefortia volubilis","1","405058","Tournefortia volubilis","1","species","","","","Ruiz & Pav.","Boraginaceae","Tournefortia","Tournefortia","1","volubilis","volubilis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2437759","","Y","Illegitimate","Myriopus maculatus","Myriopus maculatus","(Jacq.) Feuillet","1267374","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2607904","","Boraginaceae","1","4","wcvp","[Ambiguous] [HigherTaxa]",true,1131
"767","Chrysochlamys nicaraguensis","1","596503","Chrysochlamys nicaraguensis","1","species","","","","(Oerst., Planch. & Triana) Hemsl.","Clusiaceae","Chrysochlamys","Chrysochlamys","1","nicaraguensis","nicaraguensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000603798;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2719980","","Y","Accepted","Chrysochlamys nicaraguensis","Chrysochlamys nicaraguensis","(Oerst., Planch. & Triana) Hemsl.","596503","species","http://www.worldfloraonline.org/taxon/wfo-0000603798;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2719980","","Clusiaceae","1","1","wfo,wcvp","",true,1132
"768","Tradescantia zanonia","1","583106","Tradescantia zanonia","1","species","","","","(L.) Sw.","Commelinaceae","Tradescantia","Tradescantia","1","zanonia","zanonia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000590320;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270512","","Y","Accepted","Tradescantia zanonia","Tradescantia zanonia","(L.) Sw.","583106","species","http://www.worldfloraonline.org/taxon/wfo-0000590320;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270512","","Commelinaceae","1","1","wfo,wcvp","",true,1133
"769","Tragia volubilis","1","321787","Tragia volubilis","1","species","","","","L.","Euphorbiaceae","Tragia","Tragia","1","volubilis","volubilis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000326961;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:207561","","Y","Accepted","Tragia volubilis","Tragia volubilis","L.","321787","species","http://www.worldfloraonline.org/taxon/wfo-0000326961;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:207561","","Euphorbiaceae","1","1","wfo,wcvp","",true,1134
"770","Tragopogon porrifolius ssp porrifolius","1","105081","Tragopogon porrifolius subsp. porrifolius","1","subspecies","","","","L.","Asteraceae","Tragopogon","Tragopogon","1","porrifolius","porrifolius","1","","","","subsp.","porrifolius","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000106143","","Y","Accepted","Tragopogon porrifolius subsp. porrifolius","Tragopogon porrifolius","L.","105081","subspecies","http://www.worldfloraonline.org/taxon/wfo-0000106143","","Asteraceae","1","1","wfo","",true,1135
"771","Lomelosia palestina","1","354103","Lomelosia palestina","1","species","","","","(L.) Raf.","Caprifoliaceae","Lomelosia","Lomelosia","1","palestina","palestina","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000359411","","Y","Accepted","Lomelosia palestina","Lomelosia palestina","(L.) Raf.","354103","species","http://www.worldfloraonline.org/taxon/wfo-0000359411","","Caprifoliaceae","1","1","wfo","",true,1139
"772","Trembleya laniflora","1","1065773","Trembleya laniflora","1","species","","","","(D.Don) Cogn.","Melastomataceae","Trembleya","Trembleya","1","laniflora","laniflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001080323;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3023498","","Y","Synonym","Microlicia laniflora","Microlicia laniflora","(D.Don) Baill.","159269","species","http://www.worldfloraonline.org/taxon/wfo-0000161062;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3030513","","Melastomataceae","1","1","wfo,wcvp","",true,1140
"773","Tribulus cistoides","1","451623","Tribulus cistoides","1","species","","","","L.","Zygophyllaceae","Tribulus","Tribulus","1","cistoides","cistoides","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000457802;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2518744","","Y","Accepted","Tribulus cistoides","Tribulus cistoides","L.","451623","species","http://www.worldfloraonline.org/taxon/wfo-0000457802;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2518744","","Zygophyllaceae","1","1","wfo,wcvp","",true,1141
"774","Trichostigma octandrum","1","450127","Trichostigma octandrum","1","species","","","","(L.) H.Walter","Petiveriaceae","Trichostigma","Trichostigma","1","octandrum","octandrum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000456304;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2516510","","Y","Accepted","Trichostigma octandrum","Trichostigma octandrum","(L.) H.Walter","450127","species","http://www.worldfloraonline.org/taxon/wfo-0000456304;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2516510","","Petiveriaceae","1","1","wfo,wcvp","",true,1142
"775","Trifolium alpinum","1","209304","Trifolium alpinum","1","species","","","","L.","Fabaceae","Trifolium","Trifolium","1","alpinum","alpinum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000213942;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2440608","","Y","Accepted","Trifolium alpinum","Trifolium alpinum","L.","209304","species","http://www.worldfloraonline.org/taxon/wfo-0000213942;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2440608","","Fabaceae","1","1","wfo,wcvp","",true,1143
"776","Trifolium repens ssp orphanideum","1","209559","Trifolium repens subsp. orphanideum","1","subspecies","","","","(Boiss.) Coombe","Fabaceae","Trifolium","Trifolium","1","repens","repens","1","","","","subsp.","orphanideum","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000214202;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2873241","","Y","Accepted","Trifolium repens subsp. orphanideum","Trifolium repens","(Boiss.) Coombe","209559","subspecies","http://www.worldfloraonline.org/taxon/wfo-0000214202;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2873241","","Fabaceae","1","1","wfo,wcvp","",true,1148
