Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Utricularia chrysantha,Utricularia,Lentibulariaceae,https://profiles.ala.org.au/opus/foa/profile/Utricularia%20chrysantha,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Family description explicitly states ""Flowers…zygomorphic"" (https://profiles.ala.org.au/opus/foa/profile/Lentibulariaceae)",seen explicitly on the illustration,species,Ruby Stephens,29/1/2021,
Linum marginale,Linum,Linaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21633,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers...regular; 5 merous...Perianth with distinct calyx and corolla; 10; 2 -whorled; isomerous...Corolla...regular""",interpreted from the text,genus,Ruby Stephens,29/1/2021,
Buchnera asperata,Buchnera,Linderniaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22042,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; zygomorphic...Calyx tubular; unequal but not bilabiate (tube bent)...Corolla...tubular (to salverform); unequal but not bilabiate (lobes subequal)""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Buchnera gracilis,Buchnera,Linderniaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22042,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; zygomorphic...Calyx tubular; unequal but not bilabiate (tube bent)...Corolla...tubular (to salverform); unequal but not bilabiate (lobes subequal)""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Buchnera linearis,Buchnera,Linderniaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22042,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; zygomorphic...Calyx tubular; unequal but not bilabiate (tube bent)...Corolla...tubular (to salverform); unequal but not bilabiate (lobes subequal)""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Buchnera urticifolia,Buchnera,Linderniaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22042,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; zygomorphic...Calyx tubular; unequal but not bilabiate (tube bent)...Corolla...tubular (to salverform); unequal but not bilabiate (lobes subequal)""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Lindernia beasleyi,Lindernia,Linderniaceae,https://florabase.dpaw.wa.gov.au/browse/profile/22056,Flora of Western Australia Online (FloraBase) (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...very irregular; zygomorphic...Corolla...bilabiate""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Logania ovata,Logania,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Logania scabrella,Logania,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Mitrasacme connata,Mitrasacme,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Mitrasacme nummularia,Mitrasacme,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Mitrasacme polymorpha,Mitrasacme,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Mitrasacme stellata,Mitrasacme,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Orianthera serpyllifolia,Orianthera,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Phyllangium divergens,Phyllangium,Loganiaceae,https://profiles.ala.org.au/opus/foa/profile/Loganiaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers 5-merous, sometimes 4-merous, actinomorphic""",explicit from the text (described as such),family,Ruby Stephens,27/1/2021,
Amyema fitzgeraldii,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20fitzgeraldii,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema hilliana,Amyema,Loranthaceae,http://eflora.nt.gov.au/factsheet?id=3081,Flora of the Northern Territory Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema linophylla,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20linophyllum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema maidenii,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20maidenii,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema miquelii,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20miquelii,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema miraculosa,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20miraculosum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema quandang,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20quandang,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Amyema villiflora,Amyema,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Amyema%20villiflorum,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Dendrophthoe glabrescens,Dendrophthoe,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Dendrophthoe%20glabrescens,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Symmetry appears variable, scored as both actinomorphic and zygomorphic",guessed from the illustration,species,Ruby Stephens,2/2/2021,
Dendrophthoe glabrescens,Dendrophthoe,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Dendrophthoe%20glabrescens,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Symmetry appears variable, scored as both actinomorphic and zygomorphic",guessed from the illustration,species,Ruby Stephens,2/2/2021,
Dendrophthoe vitellina,Dendrophthoe,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Dendrophthoe%20vitellina,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Weakly zygomorphic, with curved corolla tube split into equal lobes. Scored by Reyes et al under synonym ""Dendrophthoe vitellinus"" as zygomorphic",guessed from the illustration,species,Ruby Stephens,2/2/2021,
Diplatia grandibractea,Diplatia,Loranthaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Diplatia,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Corolla, with free petals, actinomorphic, 5-merous""",explicit from the text (described as such),genus,Ruby Stephens,27/1/2021,
Lysiana casuarinae,Lysiana,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Lysiana,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Marginally zygomorphic genus - text says ""Petals 6, united into a curved tube inflated in middle and unequally divided, more deeply so and more reflexed on concave side.""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Lysiana exocarpi,Lysiana,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Lysiana,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Marginally zygomorphic genus - text says ""Petals 6, united into a curved tube inflated in middle and unequally divided, more deeply so and more reflexed on concave side.""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Lysiana linearifolia,Lysiana,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Lysiana,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Marginally zygomorphic genus - text says ""Petals 6, united into a curved tube inflated in middle and unequally divided, more deeply so and more reflexed on concave side.""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Lysiana spathulata,Lysiana,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Lysiana,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Marginally zygomorphic genus - text says ""Petals 6, united into a curved tube inflated in middle and unequally divided, more deeply so and more reflexed on concave side.""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Lysiana subfalcata,Lysiana,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Lysiana,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"Marginally zygomorphic genus - text says ""Petals 6, united into a curved tube inflated in middle and unequally divided, more deeply so and more reflexed on concave side.""",interpreted from the text,genus,Ruby Stephens,27/1/2021,
Nuytsia floribunda,Nuytsia,Loranthaceae,https://profiles.ala.org.au/opus/foa/profile/Nuytsia%20floribunda,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),,guessed from the illustration,species,Ruby Stephens,27/1/2021,
Abutilon cryptopetalum,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,21/4/2021,
Abutilon fraseri,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Abutilon halophilum,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Abutilon hannii,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Abutilon leucopetalum,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Abutilon otocarpum,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Abutilon oxycarpum,Abutilon,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Adansonia gregorii,Adansonia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Alyogyne hakeifolia,Alyogyne,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Alyogyne huegelii,Alyogyne,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Alyogyne pinoniana,Alyogyne,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Androcalva loxophylla,Androcalva,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton australis,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton diversifolius,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton gregorii,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton megaphyllus,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton muellerianus,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton paradoxus,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton populneus,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Brachychiton vitifolius,Brachychiton,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus crozophorifolius,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus lasiocarpus,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus olitorius,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus sericeus,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus sidoides,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus tectus,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Corchorus tridens,Corchorus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Decaschistia peninsularis,Decaschistia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Gossypium australe,Gossypium,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Gossypium robinsonii,Gossypium,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Gossypium sturtianum,Gossypium,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
