og_species
Heuchera micrantha
Hevea brasiliensis
Hewittia malabarica
Hexacyrtis dickiana
Hexalobus monopetalus
Hexasepalum sarmentosum
Hibbertia araneolifera
Hibbertia banksii
Hibbertia bracteata
Hibbertia brevipedunculata
Hibbertia candicans
Hibbertia caudice
Hibbertia circumdans
Hibbertia cistifolia
Hibbertia conspicua
Hibbertia crinita
Hibbertia dealbata
Hibbertia decumbens
Hibbertia devitata
Hibbertia dilatata
Hibbertia eatoniae
Hibbertia exasperata
Hibbertia exutiacies
Hibbertia fasciculata
Hibbertia glabriuscula
Hibbertia glebosa
Hibbertia glomerosa
Hibbertia grossulariifolia
Hibbertia hemignosta
Hibbertia huegelii
Hibbertia hypericoides
Hibbertia inconspicua
Hibbertia juncea
Hibbertia lepidota
Hibbertia montana
Hibbertia obtusifolia
Hibbertia paeninsularis
Hibbertia pallidiflora
Hibbertia platyphylla
Hibbertia pulchra
Hibbertia riparia
Hibbertia rostellata
Hibbertia sericea
Hibbertia serpyllifolia
Hibbertia stenophylla
Hibbertia subvaginata
Hibbertia tasmanica
Hibbertia vaginata
Hibbertia virgata
Hibiscus acetosella
Hibiscus aethiopicus
Hibiscus austrinus
Hibiscus brachysiphonius
Hibiscus burtonii
Hibiscus caesius
Hibiscus calyphyllus
Hibiscus cannabinus
Hibiscus diversifolius
Hibiscus elliottiae
Hibiscus fleckii
Hibiscus hamabo
Hibiscus krichauffianus
Hibiscus lasiocarpos
Hibiscus leptocladus
Hibiscus lobatus
Hibiscus ludwigii
Hibiscus maleinoi
Hibiscus meraukensis
Hibiscus micranthus
Hibiscus microcarpus
Hibiscus militaris
Hibiscus noldeae
Hibiscus ovalifolius
Hibiscus palmatus
Hibiscus panduriformis
Hibiscus physaloides
Hibiscus rhodanthus
Hibiscus rosa-sinensis
Hibiscus sabdariffa
Hibiscus schinzii
Hibiscus schizopetalus
Hibiscus scotellii
Hibiscus squamosus
Hibiscus sterculiifolius
Hibiscus sturtii
Hibiscus surattensis
Hibiscus syriacus
Hibiscus teliaceus
Hibiscus tiliaceus
Hibiscus tilliaceus
Hibiscus trionum
Hibiscus verdcourtii
Hicksbeachia pinnatifolia
Hieracium pilosella
Hieracium praealtum
Hieracium sp1 M_PL_048
Hieracium umbellatum
Hiernia angolensis
Hildegardia barteri
Hillia parasitica
Hilliardiella aristata
Hilliardiella capensis
Hilliardiella hirsuta
Hippeastrum aulicum
Hippeastrum puniceum
Hippeastrum uni
Hippobroma longiflora
Hippocratea myriantha
Hippuris vulgaris
Hiptage lanceolata
Hirpicium angustifolium
Hirpicium antunesii
Hirpicium diffusum
Hirpicium gazanioides
Hirpicium gorterioides
Hirpicium gracile
Hirschfeldia incana
Hirtella zanzibarica
Hoheria glabrata
Holarrhena floribunda
Holarrhena pubescens
Holmgrenanthe petrophila
Holodiscus dumosus
Holothrix burchellii
Holothrix cernua
Holothrix incurva
Holothrix longiflora
Holothrix mundii
Holothrix orthoceras
Holothrix papillosa
Holothrix parviflora
Holothrix schlechteriana
Holothrix scopularia
Holothrix secunda
Holothrix thodei
Holothrix villosa
Homalanthus populifolius
Homalanthus populneus
Homalium africanum
Homalium dewevrei
Homalium le-testui
Homalium longistylum
Homalium ogoouense
Homalocalyx aureus
Homalocalyx grandiflorus
Homalocalyx pulcherrimus
Homalocalyx thryptomenoides
Homogyne alpina
Homoranthus flavescens
Hoppea dichotoma
Hormathophylla spinosa
Horminum pyrenaicum
Hortonia floribunda
Hoslundia opposita
Hosta albomarginata
Hosta sieboldiana
Hottonia palustris
Houstonia caerulea
Houstonia purpurea calycosa
Houstonia pusilla
Houttuynia cordata
Hovea chorizemifolia
Hovea heterophylla
Hovea montana
Hovea parvicalyx
Hovea trisperma
Hovenia tomentella
Howellia aquatilis
Hoya globulosa
Hua gabonii
Hugonia micans
Hugonia orientalis
Hugonia platysepala
Humiria balsamifera
Humularia bequaertii
Humularia descampsii
Humularia drepanocephala
Humulus lupulus
Hunteria ballayi
Hura crepitans
Huttonaea grandiflora
Hyacinthaceae sp
Hyacinthoides non-scripta
Hyalis argentea
Hyalochlamys globifera
Hyalosperma demissum
Hyalosperma glutinosum
Hyalosperma semisterile
Hybanthus aurantiacus
Hybanthus concolor
Hybanthus enneaspermus
Hybanthus floribundus
Hybanthus monopetalus
Hydnocarpus heterophylla
Hydnophytum moseleyanum
Hydnora africana
Hydrangea arborescens
Hydrangea hirta
Hydrangea luteo-venosa
Hydrangea macrophylla
Hydrangea paniculata
Hydrangea serrata
Hydrangea serratifolia
Hydrastis canadensis
Hydrocharis dubia
Hydrocharis morsus-ranae
Hydrocleis nymphaeoides
Hydrocotyle algida
Hydrocotyle americana
Hydrocotyle callicarpa
Hydrocotyle comocarpa
Hydrocotyle diantha
Hydrocotyle elongata
Hydrocotyle foveolata
Hydrocotyle laxiflora
Hydrocotyle mannii
Hydrocotyle ramiflora
Hydrocotyle rugulosa
Hydrocotyle sibthorpioides
Hydrocotyle umbellata
Hydrocotyle vulgaris
Hydrolea glabra
Hydrolea ovata
Hydrolea spinosa
Hydrolea zeylanica
Hydrophyllum appendiculatum
Hydrophyllum capitatum
Hydrophyllum virginianum
Hygrophila angustifolia
Hygrophila auriculata
Hygrophila senegalensis
Hylocereus undatus
Hylodesmum repandum
Hymenaea courbaril
Hymenaea verrucosa
Hymenanthera alpina
Hymenocallis littoralis
Hymenocardia acida
Hymenocardia lyrata
Hymenocardia ripicola
Hymenocardia ulmoides
Hymenocarpus circinnatus
Hymenocoleus hirsutus
Hymenocoleus scaphus
Hymenodictyon floribundum
Hymenodictyon parvifolium
Hyobanche sanguinea
Hyoscyamus muticus subsp. falezlez
Hyoscyamus niger
Hyparrhenia glabriuscula
Hyparrhenia involucrata
Hyparrhenia rufa
Hypecoum imberbe
Hypericophyllum angolense
Hypericophyllum compositarum
Hypericum aethiopicum
Hypericum ascyron
Hypericum cistifolium
Hypericum connatum
Hypericum cumulicola
Hypericum elodes
Hypericum empetrifolium
Hypericum erectum
Hypericum gramineum
Hypericum grandifolium
Hypericum japonicum
Hypericum lalandii
Hypericum patulum
Hypericum peplidifolium
Hypericum perfolatum
Hypericum perforatum
Hypericum pseudopetiolatum
Hypericum pubescens
Hypericum punctatum
Hypericum quartinianum
Hypericum revolutum
Hypericum triquetrifolium
Hypertelis cerviana
Hypertelis spergulacea
Hyphaene compressa
Hyphaene coriacea
Hyphaene thebaica
Hypocalymma angustifolium
Hypocalymma strictum
Hypochaeris glabra
Hypochaeris maculata
Hypochaeris pampasica
Hypochaeris radicata
Hypochaeris rosengurtii
Hypochaeris uniflora
Hypochoeris achyrophorus
Hypochoeris montana
Hypochoeris radicata
Hypochoeris sp1 M_PL_001
Hypoestes aristata
Hypoestes triflora
Hypoxis angustifolia
Hypoxis colchicifolia
Hypoxis filiformis
Hypoxis floccosa
Hypoxis hemerocallidea
Hypoxis hirsuta
Hypoxis obtusa
Hypoxis rigidula
Hypoxis robusta
Hypselodelphys hirsuta
Hypselodelphys poggeana
Hypselodelphys scandens
Hypselodelphys violacea
Hypseocharis tridentata
Hyptis asperrima
Hyptis capitata
Hyptis conferta
Hyptis dilatata
Hyptis lanceolata
Hyptis pectinata
Hyptis spicigera
Hyptis suaveolens
Hyssopus officinalis
Hysterionica jasionoides
Hysterionica pinifolia
Hysterobaeckea behrii
Iberis amara
Iberis carnosa
Ibidium strictum
Icacina mannii
Icacina oliviformis
Idesia polycarpa
Idiospermum australiense
Ilex canarienis
Ilex cornuta
Ilex integra
Ilex mitis
Ilex retusa
Ilex serrata
Ilex sp
Illicium floridanum
Illigera pentaphylla
Ilysanthes dubia
Impatiens assurgens
Impatiens biflora
Impatiens briartii
Impatiens burtonii
Impatiens capensis
Impatiens columbaria
Impatiens glandulifera
Impatiens gomphophylla
Impatiens hians var. bipindensis
Impatiens hochstetteri
Impatiens hochstetteri subsp. fanshawei
Impatiens hoehnelii
Impatiens irvingii
Impatiens kamerunensis
Impatiens kamerunensis subsp. obanensis
Impatiens kilimanjari
Impatiens niamniamensis
Impatiens noei
Impatiens noli-tangere
Impatiens pallida
Impatiens parviflora
Impatiens polyantha
Impatiens pseudoviola
Impatiens repens
Impatiens rubromaculata
Impatiens salpinx
Impatiens sylvicola
Impatiens teitensis
Impatiens textori
Impatiens tinctoria
Impatiens walleriana
Incarvillea mairei
Indigastrum parviflorum
Indigofera angustifolia
Indigofera antunesiana
Indigofera arrecta
Indigofera auricoma
Indigofera australis
Indigofera bracteolata
Indigofera colutea
Indigofera congesta
Indigofera cornuligera
Indigofera dendroides
Indigofera dimidiata
Indigofera elandsbergensis
Indigofera ewartiana
Indigofera filipes
Indigofera frutescens
Indigofera geminata
Indigofera georgei
Indigofera goetzei
Indigofera haplophylla
Indigofera hedyantha
Indigofera heterantha
Indigofera heterotricha
Indigofera hirsuta
Indigofera leprieurii
Indigofera linifolia
Indigofera linnaei
Indigofera longibarbata
Indigofera longibractea
Indigofera lyallii
Indigofera macrocalyx
Indigofera monophylla
Indigofera nigricans
Indigofera nigritana
Indigofera nummulariifolia
Indigofera omissa
Indigofera paniculata
Indigofera pilosa
Indigofera polygaloides
Indigofera pratensis
Indigofera psammophila
Indigofera rhynchocarpa
Indigofera sp
Indigofera sp. Bungaroo Creek (S.van Leeuwen 4301)
Indigofera spicata
Indigofera stenophylla
Indigofera tinctoria
Indigofera tristis
Indigofera trita
Indigofera wannanii
Indigofera woodii
Inga edulis
Inga sp1 M_PL_069_02
Inula glomerata
Inula japonica
Inula mannii
Inula salicina
Iochroma cyaneum
Iochroma tubulosum
Ionactis linariifolia
Iphigenia pauciflora
Ipomea sp1 M_PL_069_01
Ipomoea acuminata
Ipomoea alba
Ipomoea aquatica
Ipomoea argentaurata
Ipomoea asarifolia
Ipomoea batatas
Ipomoea blepharophylla
Ipomoea bracteata
Ipomoea cairica
Ipomoea coptica
Ipomoea cordofana
Ipomoea coscinosperma
Ipomoea crassipes
Ipomoea diversifolia
Ipomoea eriocarpa
Ipomoea habeliana
Ipomoea hederacea
Ipomoea heterotricha
Ipomoea hildebrandtii
Ipomoea imperati
Ipomoea indica
Ipomoea involucrata
Ipomoea kituiensis
Ipomoea linearifolia
Ipomoea linosepala
Ipomoea lonchophylla
Ipomoea macrantha
Ipomoea mauritiana
Ipomoea muelleri
Ipomoea obscura
Ipomoea ochracea
Ipomoea pandurata
Ipomoea pes-caprae
Ipomoea pes-tigridis
Ipomoea plebeia
Ipomoea polymorpha
Ipomoea prismatosyphon
Ipomoea purpurea
Ipomoea quamoclit
Ipomoea rubens
Ipomoea sinensis subsp. blepharosepala
Ipomoea sp1 M_PL_026
Ipomoea sp1 M_PL_067
Ipomoea spathulata
Ipomoea tiliacea
Ipomoea tricolor
Ipomoea vagans
Ipomoea violacea
Ipomoea welwitschii
Ipomoea wolcottiana
Ipomopsis aggregata
Ipomopsis congesta
Ipomopsis macombii
Ipomopsis rubra
Ipomopsis tenuifolia
Ipomopsis thurberi
Iris cristata
Iris hexagona
Iris japonica
Iris missouriensis
Iris pseudacorus
Iris pumila
Iris rossii
Iris sanguinea
Iris taevigata
Iris versicolor
Irlbachia nemorosa
Irlbachia pedunculata
Irvingbaileya australis
Irvingia gabonensis
Irvingia malayana
Irvingia smithii
Irvingia wombolu
Isachne globosa
Isachne mauritiana
Isatis tinctoria
Ischnosiphon lasiocoleus
Isertia hypoleuca
Isertia rosea
Ismelia carinata
Isoberlinia angolensis
Isoberlinia doka
Isodon inflexus
Isodon japonicus
Isodon ramosissimus
Isodon wightii
Isoetopsis graminifolia
Isoglossa cooperi
Isoglossa eckloniana
Isoglossa grandiflora
Isoglossa gregori
Isoglossa lactea
Isoglossa laxa
Isoglossa paucinervis
Isoglossa pawekiae
Isoglossa woodii
Isolona hexaloba
Isopogon ceratophyllus
Isopogon longifolius
Isopogon scabriusculus
Isopogon trilobus
Isopyrum biternatum
Isotoma axillaris
Isotoma fluviatilis
Isotria medeoloides
Isotropis cuneifolia
Isotropis forrestii
Itea parviflora
Ixerba brexioides
Ixeris debilis
Ixeris dentata
Ixia capillaris
Ixia erubescens
Ixia flexuosa
Ixia longituba
Ixia maculata
Ixia micrandra
Ixia orientalis
Ixia polystachya
Ixia rapunculoides
Ixia scillaris
Ixia stricta
Ixiochlamys cuneifolia
Ixiolirion tataricum
Ixodia achillaeoides
Ixora
Ixora brachypoda
Ixora coccinea
Ixora guineensis
Ixora narcissodora
Ixora praetermissa
Ixora pudica
Jaborosa laciniata
Jacaranda mimosifolia
Jacksonia aculeata
Jacksonia cupulifera
Jacksonia dilatata
Jacksonia forrestii
Jacksonia furcellata
Jacksonia nematoclada
Jacksonia odontoclada
Jacksonia sternbergiana
Jacksonia thesioides
Jacobaea incana
Jacobaea uniflora
Jacquemontia browniana
Jacquemontia multiflora
Jacquemontia reclinata
Jacquemontia sp. Fairview (R.W.Johnson 4026)
Jacquemontia spp
Jacquinia arborea
Jacquinia keyensis
Jaegeria gracilis
Jaltomata repandidentata
Jamesbrittenia maxii
Jamesbrittenia micrantha
Jamesbrittenia primuliflora
Jamesia americana
Janusia anisandra
Janusia guaranitica
Japonolirion osense
Jasione laevis
Jasione montana
Jasminoserius thouarsii
Jasminum abyssinicum
Jasminum dichotomum
Jasminum didymum
Jasminum fluminense
Jasminum humile
Jasminum kerstingii
Jasminum longipetalum
Jasminum molle
Jasminum nudiflorum
Jasminum odoratissimum
Jasminum odoratissimum subsp. goetzeanum
Jasminum simplicifolium
Jasminum streptopus
Jateorhiza macrantha
Jateorhiza palmata
Jatropha curcas
Jatropha gossypiifolia
Jatropha integerrima
Jatropha mollissima
Jatropha podagrica
Jonopsidium prolongoi
Jovellana violacea
Julbernardia brieyi
Julbernardia globiflora
Julbernardia paniculata
Juncus effusus
Junellia succulentifolia
Junellia tonini
Junellia uniflora
Juniperus oxycedrus
Juniperus thurifera
Justicia americana
Justicia betonica
Justicia bracteata
Justicia brasiliana
Justicia caerulea
Justicia carnea
Justicia ciliata
Justicia cuatrecasii
Justicia debilis
Justicia depauperata
Justicia desertorum
Justicia diclipteroides
Justicia dregei
Justicia elegantula
Justicia eminii
Justicia flava
Justicia galapagana
Justicia genistifolia
Justicia ladanoides
Justicia laxa
Justicia linearispica
Justicia mexicana
Justicia mollugo
Justicia nuttii
Justicia nyassana
Justicia odora
Justicia pohliana
Justicia procumbens
Justicia scandens
Justicia scheidweileri
Justicia schimperiana
Justicia sebastianopolitanae
Justicia sp1 M_PL_063
Justicia sp2 M_PL_063
Justicia squarrosa
Justicia striata
Justicia tenella
Juttadinteria deserticola
Kadsura japonica
Kalaharia uncinata
Kalanchoe beharensis
Kalanchoe crenata
Kalanchoe daigremontiana
Kalanchoe densiflora
Kalanchoe lanceolata
Kalanchoe lateritia
Kalanchoe petitiana
Kalanchoe pinnata
Kalanchoe prolifera
Kalanchoe thyrsiflora
Kalimeris pinnatifida
Kalimeris yomena
Kallstroemia maxima
Kallstroemia pubescens
Kalmia angustifolia
Kalmia polifolia
Kanahia laniflora
Kandetia candel
Karomia speciosa
Keayodendron bridelioides
Keetia cornelia
Keetia foetida
Keetia gueinzii
Keetia mannii
Keetia venosa
Keetia zanzibarica
Kennedia coccinea
Kennedia prorepens
Kennedia prostrata
Kermadecia pronyensis
Kerria japonica
Kewa salsoloides
Khadia beswickii
Khaya anthotheca
Khaya grandifoliola
Khaya ivorensis
Khaya senegalensis
Kickxia heterophylla
Kickxia spuria
Kigelia africana
Kiggelaria africana
Kingdonia uniflora
Kirkia acuminata
Kissenia capensis
Klainedoxa gabonensis
Kleinia abyssinica
Kleinia anteuphorbia
Kleinia barbertonica
Knautia arvensis
Kniphofia acraea
Kniphofia baurii
Kniphofia bruceae
Kniphofia caulescens
Kniphofia citrina
Kniphofia dubia
Kniphofia fibrosa
Kniphofia fluviatilis
Kniphofia foliosa
Kniphofia grantii
Kniphofia laxiflora
Kniphofia linearifolia
Kniphofia northiae
Kniphofia parviflora
Kniphofia praecox
Kniphofia princeae
Kniphofia ritualis
Kniphofia rooperi
Kniphofia sp
Kniphofia stricta
Kniphofia thomsonii
Kniphofia triangularis
Kniphofia typhoides
Kniphofia tysonii
Kniphofia uvaria
Koeberlinia spinosa
Koelreuteria paniculata
Kohautia amatymbica
Kohautia caespitosa
Kohautia coccinea
Kohautia grandiflora
Kohautia tenuis
Kohleria affinis
Kohleria allenii
Kohleria amabilis
Kohleria grandiflora
Kohleria hirsuta
Kohleria hypertrichosa
Kohleria peruviana
Kohleria rugata
Kohleria tigridia
Kohleria trianae
Kohleria villosa
Kohleria warszewiczii
Kolkwitzia amabilis
Kolobopetalum chevalieri
Kosteletzkya buettneri
Kosteletzkya virginica
Kotschya carsonii
Kotschya recurvifolia
Kotschya strigosa
Kotschya uguenensis
Krameria ixine
Kraussia floribunda
Krigia amplexicaulis
Kumara plicatilis
Kummerowia stipulacea
Kummerowia striata
Kunzea glabrescens
Kunzea micrantha
Kunzea muelleri
Kunzea recurva
Kyllinga alba
Kyllinga brevifolia subsp. brevifolia
Kyllinga erecta
Kyllinga platyphylla
Kyllinga vaginata
Labichea buettneriana
Labichea teretifolia
Labourdonnaisia callophylloides
Lachenalia algoensis
Lachenalia anguinea
Lachenalia aurioliae
Lachenalia bowkeri
Lachenalia bulbifera
Lachenalia calcicola
Lachenalia campanulata
Lachenalia contaminata
Lachenalia ensifolia
Lachenalia juncifolia
Lachenalia latimerae
Lachenalia lutea
Lachenalia membranacea
Lachenalia montana
Lachenalia mutabilis
Lachenalia nervosa
Lachenalia orchioides
Lachenalia peersii
Lachenalia perryae
Lachenalia punctata
Lachenalia pusilla
Lachenalia pygmaea
Lachenalia rosea
Lachenalia salteri
Lachenalia sargeantii
Lachenalia sessiliflora
Lachenalia suaveolens
Lachenalia unifolia
Lachenalia youngii
Lachnocaulon anceps
Lachnostylis hirta
Lactoris fernandeziana
Lactuca alpina
Lactuca calophylla
Lactuca canadensis
Lactuca floridana
Lactuca indica
Lactuca inermis
Lactuca muralis
Lactuca perennis
Lactuca plumieri
Lactuca praecox
Lactuca saligna
Lactuca sativa
Lactuca serriola
Lactuca setosa
Lactuca tenerrima
Lactuca viminea
Lactuca virosa
Lagascea mollis
Lagenaria abyssinica
Lagenaria siceraria
Lagenaria sphaerica
Lagenophora huegelii
Lagenophora petiolata
Lagenophora pumila
Lagenophora stipitata
Lagerstroemia subcostata
Laggera crispata
Laggera tomentosa
Laguncularia racemosa
Lamarchea hakeifolia
Lambertia formosa
Lambertia ilicifolia
Lambertia inermis
Lamium amplexicaule
Lamium galeobdolon
Lamium maculatum
Lamium orvala
Lamium purpureum
Lampranthus amoenus
Lampranthus blandus
Lanaria lanata
Landolphia buchananii
Landolphia camptoloba
Landolphia dulcis
Landolphia heudelotii
Landolphia kirkii
Landolphia lanceolata
Landolphia owariensis
Landolphia parvifolia
Langloisia punctata
Lannea asymmetrica
Lannea barteri
Lannea discolor
Lannea edulis
Lannea fruticosa
Lannea microcarpa
Lannea nigritana
Lannea velutina
Lannea welwitschii
Lantana camara
Lantana involucrata
Lantana peducularis
Lantana peduncularis
Lantana rugosa
Lantana trifolia
Lantana ukambensis
Lantana viburnoides
Lapageria rosea
Lapeirousia anceps
Lapeirousia corymbosa
Lapeirousia fabricii
Lapeirousia micrantha
Lapeirousia odoratissima
Lapeirousia oreogena
Lapeirousia pyramidalis
Laportea ovalifolia
Lappula floribunda
Lappula lappula
Lappula virginiana
Lapsana communis
Lardizabala biternata
Laretia acaulis
Larrea cuneifolia
Larrea divaricata
Larrea tridentata
Larryleachia marlothii
Larsenaikia ochreata
Laser trilobum
Laserpitium hirsutum
Laserpitium latifolium
Laserpitium prutenicum
Lasianthus japonicus
Lasianthus kilimandscharicus
Lasimorpha senegalensis
Lasiopetalum discolor
Lasiopetalum schulzenii
Lasiopetalum sp. Cordate-leaved (H.P.Vonow 810)
Lasjia claudiensis
Lathraea squamaria
Lathyrus amphicarpos
Lathyrus cicera
Lathyrus ciliolatus
Lathyrus clymenum
Lathyrus crassipes
Lathyrus montanus
Lathyrus nervosus
Lathyrus ornatus
Lathyrus pratensis
Lathyrus pubescens
Lathyrus setifolius
Lathyrus sp1 M_PL_023
Lathyrus subandinus
Lathyrus tingitanus
Launaea cornuta
Launaea nana
Launaea picridioides
Launaea violacea
Laurembergia tetrandra
Lauridia tetragona
Laurophyllus capensis
Laurus azorica
Laurus nobilis
Lavandula angustifolia
Lavandula buchii
Lavandula dentata
Lavandula latifolia
Lavandula rotundifolia
Lavandula stoechas
Lavoisiera imbricata
Lawrencella davenportii
Lawrencella rosea
Lawrencia densiflora
Lawrencia repens
Lawrencia squamata
Lawsonia inermis
Laxmannia gracilis
Leandra lacunosa
Leandra subseriata
Lebeckia pauciflora
Lebeckia sepiaria
Lecanophora heterophylla
Lechenaultia divaricata
Lecocarpus pinnatifidus
Lecythis pisonis
Ledebouria concolor
Ledebouria cooperi
Ledebouria cordifolia
Ledebouria floribunda
Ledebouria hypoxidioides
Ledebouria kirkii
Ledebouria ovalifolia
Ledebouria ovatifolia
Ledebouria revoluta
Ledebouria socialis
Ledebouria sudanica
Ledebouria zambesiaca
Ledum groenlandicum
Ledum palustre
Leea guineense
Leea guineensis
Leesia japonica
Lefebvrea abyssinica
Legousia hybrida
Legousia speculum-veneris
Leiocarpa leptolepis
Leiocarpa semicalva
Leiocarpa supina
Leiocarpa tomentosa
Leiocarpa websteri
Leobordea foliosa
Leobordea platycarpa
Leobordea pulchra
Leonia glycycarpa
Leonotis decadonta
Leonotis leonurus
Leonotis myricifolia
Leonotis nepetifolia
Leonotis neuflizeana
Leonotis ocymifolia
Leonotis pechuelii
Leontodon autumnalis
Leontodon hispidus
Leontodon rhagadioloides
Leontodon saxatilis
Leontodon taraxacoides
Leonurus cardiaca
Lepachys pinnata
Lepidagathis alopecuroidea
Lepidagathis anobrya
Lepidagathis chevalieri
Lepidagathis epacridea
Lepidagathis fischeri
Lepidagathis hamiltoniana
Lepidagathis heudelotiana
Lepidagathis pobeguinii
Lepidagathis randii
Lepidagathis scariosa
Lepidium phlebopetalum
Lepidium suffruticosum
Lepidium virginicum
Lepidobotrys staudtii
Lepidostephium denticulatum
Lepidotrichilia volkensii
Leplaea cedrata
Leptactina arborescens
Leptactina benguelensis
Leptactina benguelensis subsp. pubescens
Leptactina involucrata
Leptactina leopoldisecundii
Leptactina mannii
Leptactina mannii subsp. arnoldiana
Leptactina platyphylla
Leptactina senegambica
Leptadenia lancifolia
Leptadenia pyrotechnica
Leptaulus congolanus
Leptinella filicula
Leptoderris brachyptera
Leptoderris nobilis
Leptolobium panamense
Leptomeria acida
Leptomeria aphylla
Leptomeria preissiana
Leptomeria scrobiculata
Leptonychia echinocarpa
Leptonychia lasiogyne
Leptonychia usambarensis
Leptorhynchos squamatus
Leptorhynchos tetrachaetus
Leptosema aculeatum
Leptosema chambersii
Leptospermum arachnoides
Leptospermum continentale
Leptospermum divaricatum
Leptospermum erubescens
Leptospermum fastigiatum
Leptospermum incanum
Leptospermum minutifolium
Leptospermum myrsinoides
Leptospermum polygalifolium
Leptospermum scoparium
Leptospermum spinescens
Leptospermum trinervium
Leptostigma setulosum
Lespedeza bicolor
Lespedeza capitata
Lespedeza davurica
Lespedeza floribunda
Lespedeza inschanica
Lespedeza intermixta
Lespedeza juncea
Lespedeza leptostachya
Lespedeza procumbens
Lespedeza repens
Lespedeza stuevei
Lespedeza thunbergii
Lespedeza virgata
Lespedeza virginica
Lesquerella arctica
Lessertia benguellensis
Lessertia eremicola
Lessertia frutescens
Lessertia perennans
Leucadendron argenteum
Leucadendron chamelaea
Leucadendron coniferum
Leucadendron discolor
Leucadendron laureolum
Leucadendron levisanus
Leucadendron salignum
Leucadendron stellare
Leucadendron tinctum
Leucaena leucocephala
Leucanthemopsis alpina
Leucanthemum vulgare
Leucas martinicensis
Leucas menthifolia
Leucas nyassae
Leucas ocymifolia
Leucas songeana
Leucas volkensii
Leuceria candidissima
Leuceria landbeckii
Leuceria salina
Leucochrysum stipitatum
Leucocoryne ixioides
Leucocoryne pauciflora
Leucogenes grandiceps
Leucomeris spectabilis
Leucopogon affinis
Leucopogon australis
Leucopogon concurvus
Leucopogon cordatus
Leucopogon costatus
Leucopogon cucullatus
Leucopogon decrescens
Leucopogon dielsianus
Leucopogon hamulosus
Leucopogon interstans
Leucopogon lavarackii
Leucopogon microphyllus
Leucopogon montanus
Leucopogon obovatus
Leucopogon parviflorus
Leucopogon rufus
Leucopogon ruscifolius
Leucopogon sp. Boorabbin (K.R.Newbey 8374)
Leucopogon sp. Coolgardie (M.Hislop & F.Hort MH3197)
Leucopogon sp. Coujinup (M.A.Burgman 1085)
Leucopogon sp. Kalbarri (J.M.Powell 1695)
Leucopogon sp. Murchison (R.J.Cranfield 9224)
Leucopogon sp. Yellowdine (M.Hislop & F.Hort MH3194)
Leucopogon sp. outer wheatbelt (M.Hislop 30)
Leucopogon virgatus
Leucopogon yorkensis
Leucosceptrum stellipilum
Leucosidea sericea
Leucospermum bolusii
Leucospermum calligerum
Leucospermum conocarpodendron
Leucospermum cordifolium
Leucospermum cuneiforme
Leucospermum formosum
Leucospermum gracile
Leucospermum heterophyllum
Leucospermum lineare
Leucospermum reflexum
Leucospermum truncatulum
Leucosphaera bainesii
Levenhookia dubia
Levenhookia leptantha
Levenhookia pauciflora
Levenhookia pusilla
Leycesteria formosa
Liatris pycnostachya
Liatris scariosa
Libanotis buchtormensis
Libanotis coreana
Librevillea klainei
Lichtensteinia lacera
Ligaria cuneifolia
Lignocarpa carnosula
Lignocarpa diversifolia
Ligularia dentata
Ligularia fischerii
Ligularia japonica
Ligusticum apiifolium
Ligusticum californicum
Ligusticum canadense
Ligusticum canbyi
Ligusticum filicinum
Ligusticum grayi
Ligusticum hultenii
Ligusticum leibergii
Ligusticum mutellina
Ligusticum mutellinoides
Ligusticum porteri
Ligusticum scoticum
Ligusticum tenuifolium
Ligusticum verticillatum
Ligustrum japonicum
Ligustrum joponicum
Ligustrum obtusifolium
Ligustrum vulgare
Lilium formosanum
Lilium leichtlinii
Lilium superbum
Limeum africanum
Limeum argutecarinatum
Limeum obovatum
Limnocharis flava
Limnophila brownii
Limnophila fragrans
Limnophyton obtusifolium
Limnosciadium pinnatum
Limnosciadium pumilum
Limonium arborescens
Limonium bonduellei
Limonium braunii
Limonium brunneri
Limonium lobatum
Limonium mucronatum
Limonium sinuatum subsp. sinuatum
Limophila sessiliflora
Limosella aquatica
Limosella longiflora
Limosella major
Linanthus androsaceus
Linanthus breviculus
Linanthus grandiflorus
Linaria cavanillesii
Linaria incarnata
Linaria ventricosa
Linaria vulgaris
Lindackeria dentata
Lindera obtusiloba
Lindera sericea
Lindera umbellata
Lindernia beasleyi
Lindernia micrantha
Lindernia nummulariifolia
Lindernia procumbens
Linderniella gracilis
Linderniella trichotoma
Linnaea borealis
Linum catharticum
Linum marginale
Linum perenne
Linum sp1 M_PL_058
Linum strictum
Linum thunbergii
Linum volkensii
Linzia glabra
Linzia melleri
Linzia nigritiana
Linzia purpurea
Liparis bowkeri
Liparis capensis
Liparis kumokiri
Liparis liliifolia
Liparis nervosa
Lipotriche elliptica
Lipotriche scandens
Lippia baumii
Lippia baumii var. nyassensis
Lippia chevalieri
Lippia javanica
Lippia lanceolata
Lippia multiflora
Lippia nodiflora
Lippia pohliana
Lippia praecox
Lippia rosmarinifolia
Liriodendron chinense
Liriope platyphylla
Lissanthe strigosa
Lissocarpa benthamii
Litchi chinensis
Lithomyrtus obtusa
Lithops lesliei
Lithops optica
Lithops ruschiorum
Lithospermum afromontanum
Lithospermum calycosum
Lithospermum canescens
Lithospermum caroliniense
Lithospermum confine
Lithospermum incisum
Lithospermum incisuro
Lithospermum mirabile
Lithospermum officinale
Lithospermum papillosum
